          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
         
node   1 sent_total   6989  recv_total   3980

node   2  (   1,    0) (   0,    0) (   4,    2) (   8,    4) (  10,    8) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
         
node   2 sent_total   6973  recv_total   3974

node   3  (   1,    0) (   0,    0) (   4,    2) (   8,    4) (  10,    8) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
          (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5)
